QuestionText,AnswerText,Tags
What skirt do you wear for interview in autumn?,casual orange denim skirt,"skirt,casual,orange,denim,interview,autumn"
Which oxfords is your choice for work during autumn?,streetwear pink wool oxfords,"oxfords,streetwear,pink,wool,work,autumn"
What's your preferred jacket for casual in summer?,casual green denim jacket,"jacket,casual,green,denim,casual,summer"
What's your preferred jacket for casual in spring?,athleisure green velvet jacket,"jacket,athleisure,green,velvet,casual,spring"
What scarf do you wear for dinner in autumn?,streetwear gray cotton scarf,"scarf,streetwear,gray,cotton,dinner,autumn"
Describe a dress you would wear to travel in summer.,preppy red wool dress,"dress,preppy,red,wool,travel,summer"
What hoodie do you wear for wedding in spring?,athleisure purple cotton hoodie,"hoodie,athleisure,purple,cotton,wedding,spring"
What's your preferred hat for beach in spring?,punk yellow velvet hat,"hat,punk,yellow,velvet,beach,spring"
What's your preferred shirt for festival in summer?,athleisure red denim shirt,"shirt,athleisure,red,denim,festival,summer"
Describe a coat you would wear to beach in spring.,streetwear red velvet coat,"coat,streetwear,red,velvet,beach,spring"
What's your preferred t-shirt for formal in autumn?,formal green leather t-shirt,"t-shirt,formal,green,leather,formal,autumn"
What blouse do you wear for dinner in summer?,minimalist beige suede blouse,"blouse,minimalist,beige,suede,dinner,summer"
What jewelry do you wear for festival in winter?,casual green denim jewelry,"jewelry,casual,green,denim,festival,winter"
What belt do you wear for date night in winter?,preppy orange linen belt,"belt,preppy,orange,linen,date night,winter"
Which t-shirt is your choice for beach during autumn?,punk gray nylon t-shirt,"t-shirt,punk,gray,nylon,beach,autumn"
What's your preferred hoodie for casual in spring?,formal black suede hoodie,"hoodie,formal,black,suede,casual,spring"
What's your preferred blouse for beach in spring?,punk black suede blouse,"blouse,punk,black,suede,beach,spring"
What's your preferred loafers for interview in autumn?,vintage orange leather loafers,"loafers,vintage,orange,leather,interview,autumn"
Describe a sweater you would wear to concert in summer.,punk pink leather sweater,"sweater,punk,pink,leather,concert,summer"
Which heels is your choice for formal during autumn?,bohemian blue linen heels,"heels,bohemian,blue,linen,formal,autumn"
What's your preferred shorts for festival in autumn?,vintage white polyester shorts,"shorts,vintage,white,polyester,festival,autumn"
Which pants is your choice for travel during summer?,vintage blue linen pants,"pants,vintage,blue,linen,travel,summer"
Describe a blouse you would wear to party in winter.,athleisure green leather blouse,"blouse,athleisure,green,leather,party,winter"
What's your preferred jeans for date night in autumn?,vintage purple velvet jeans,"jeans,vintage,purple,velvet,date night,autumn"
What's your preferred t-shirt for wedding in spring?,grunge beige cotton t-shirt,"t-shirt,grunge,beige,cotton,wedding,spring"
What dress do you wear for formal in winter?,bohemian black leather dress,"dress,bohemian,black,leather,formal,winter"
Describe a bag you would wear to interview in spring.,bohemian purple linen bag,"bag,bohemian,purple,linen,interview,spring"
What blazer do you wear for beach in autumn?,streetwear red leather blazer,"blazer,streetwear,red,leather,beach,autumn"
Describe a blouse you would wear to dinner in winter.,formal orange silk blouse,"blouse,formal,orange,silk,dinner,winter"
Describe a loafers you would wear to beach in autumn.,streetwear black velvet loafers,"loafers,streetwear,black,velvet,beach,autumn"
Describe a oxfords you would wear to concert in spring.,vintage green polyester oxfords,"oxfords,vintage,green,polyester,concert,spring"
Describe a bag you would wear to casual in spring.,grunge blue linen bag,"bag,grunge,blue,linen,casual,spring"
What's your preferred blazer for travel in autumn?,minimalist beige suede blazer,"blazer,minimalist,beige,suede,travel,autumn"
What jewelry do you wear for formal in winter?,punk yellow leather jewelry,"jewelry,punk,yellow,leather,formal,winter"
Describe a shorts you would wear to travel in spring.,grunge brown linen shorts,"shorts,grunge,brown,linen,travel,spring"
What's your preferred sweater for dinner in summer?,grunge pink linen sweater,"sweater,grunge,pink,linen,dinner,summer"
What's your preferred oxfords for interview in winter?,preppy brown wool oxfords,"oxfords,preppy,brown,wool,interview,winter"
What coat do you wear for interview in spring?,punk gray denim coat,"coat,punk,gray,denim,interview,spring"
Describe a oxfords you would wear to travel in winter.,vintage red leather oxfords,"oxfords,vintage,red,leather,travel,winter"
Describe a jacket you would wear to party in autumn.,grunge gray silk jacket,"jacket,grunge,gray,silk,party,autumn"
Which flats is your choice for travel during summer?,casual gray denim flats,"flats,casual,gray,denim,travel,summer"
What's your preferred sweater for party in winter?,preppy green silk sweater,"sweater,preppy,green,silk,party,winter"
Describe a shirt you would wear to formal in spring.,casual yellow suede shirt,"shirt,casual,yellow,suede,formal,spring"
Describe a t-shirt you would wear to casual in autumn.,preppy blue leather t-shirt,"t-shirt,preppy,blue,leather,casual,autumn"
What dress do you wear for concert in autumn?,grunge red suede dress,"dress,grunge,red,suede,concert,autumn"
What t-shirt do you wear for travel in winter?,streetwear black linen t-shirt,"t-shirt,streetwear,black,linen,travel,winter"
What's your preferred bag for interview in winter?,preppy white polyester bag,"bag,preppy,white,polyester,interview,winter"
What's your preferred belt for indoor in summer?,athleisure green silk belt,"belt,athleisure,green,silk,indoor,summer"
Describe a boots you would wear to festival in spring.,grunge beige velvet boots,"boots,grunge,beige,velvet,festival,spring"
Describe a shorts you would wear to outdoor in summer.,casual orange cotton shorts,"shorts,casual,orange,cotton,outdoor,summer"
What's your preferred belt for formal in summer?,casual red denim belt,"belt,casual,red,denim,formal,summer"
What blouse do you wear for concert in autumn?,streetwear green nylon blouse,"blouse,streetwear,green,nylon,concert,autumn"
Describe a scarf you would wear to travel in spring.,vintage purple linen scarf,"scarf,vintage,purple,linen,travel,spring"
What's your preferred loafers for indoor in spring?,casual red linen loafers,"loafers,casual,red,linen,indoor,spring"
Describe a slippers you would wear to indoor in autumn.,punk beige cotton slippers,"slippers,punk,beige,cotton,indoor,autumn"
Describe a boots you would wear to travel in summer.,minimalist purple denim boots,"boots,minimalist,purple,denim,travel,summer"
What's your preferred shirt for party in autumn?,bohemian orange polyester shirt,"shirt,bohemian,orange,polyester,party,autumn"
What's your preferred scarf for date night in autumn?,minimalist purple suede scarf,"scarf,minimalist,purple,suede,date night,autumn"
What flats do you wear for dinner in summer?,punk yellow leather flats,"flats,punk,yellow,leather,dinner,summer"
What's your preferred coat for concert in summer?,vintage white wool coat,"coat,vintage,white,wool,concert,summer"
Describe a oxfords you would wear to festival in winter.,athleisure white suede oxfords,"oxfords,athleisure,white,suede,festival,winter"
What shirt do you wear for formal in autumn?,vintage purple leather shirt,"shirt,vintage,purple,leather,formal,autumn"
Describe a jewelry you would wear to date night in summer.,casual green nylon jewelry,"jewelry,casual,green,nylon,date night,summer"
What pants do you wear for interview in winter?,preppy red leather pants,"pants,preppy,red,leather,interview,winter"
What's your preferred flats for wedding in autumn?,grunge gray linen flats,"flats,grunge,gray,linen,wedding,autumn"
What's your preferred belt for beach in winter?,vintage pink suede belt,"belt,vintage,pink,suede,beach,winter"
What pants do you wear for dinner in autumn?,casual white silk pants,"pants,casual,white,silk,dinner,autumn"
Which skirt is your choice for casual during summer?,vintage gray velvet skirt,"skirt,vintage,gray,velvet,casual,summer"
What's your preferred skirt for beach in winter?,streetwear orange silk skirt,"skirt,streetwear,orange,silk,beach,winter"
Which sneakers is your choice for party during summer?,casual gray denim sneakers,"sneakers,casual,gray,denim,party,summer"
Which sneakers is your choice for concert during spring?,formal beige cotton sneakers,"sneakers,formal,beige,cotton,concert,spring"
What hoodie do you wear for date night in winter?,grunge gray denim hoodie,"hoodie,grunge,gray,denim,date night,winter"
Describe a skirt you would wear to concert in winter.,vintage beige silk skirt,"skirt,vintage,beige,silk,concert,winter"
What suit do you wear for travel in spring?,minimalist blue linen suit,"suit,minimalist,blue,linen,travel,spring"
What sneakers do you wear for beach in winter?,streetwear pink silk sneakers,"sneakers,streetwear,pink,silk,beach,winter"
What's your preferred heels for travel in summer?,bohemian yellow leather heels,"heels,bohemian,yellow,leather,travel,summer"
What belt do you wear for travel in autumn?,minimalist white wool belt,"belt,minimalist,white,wool,travel,autumn"
What's your preferred t-shirt for formal in summer?,preppy brown silk t-shirt,"t-shirt,preppy,brown,silk,formal,summer"
What sneakers do you wear for formal in summer?,punk purple nylon sneakers,"sneakers,punk,purple,nylon,formal,summer"
Describe a hoodie you would wear to work in winter.,streetwear pink linen hoodie,"hoodie,streetwear,pink,linen,work,winter"
Describe a shorts you would wear to interview in winter.,casual blue cotton shorts,"shorts,casual,blue,cotton,interview,winter"
Describe a boots you would wear to festival in spring.,bohemian brown wool boots,"boots,bohemian,brown,wool,festival,spring"
Which belt is your choice for indoor during autumn?,vintage gray nylon belt,"belt,vintage,gray,nylon,indoor,autumn"
Which scarf is your choice for formal during summer?,athleisure gray polyester scarf,"scarf,athleisure,gray,polyester,formal,summer"
Describe a jewelry you would wear to party in spring.,casual black cotton jewelry,"jewelry,casual,black,cotton,party,spring"
What hat do you wear for party in spring?,punk black suede hat,"hat,punk,black,suede,party,spring"
What's your preferred slippers for wedding in spring?,punk blue silk slippers,"slippers,punk,blue,silk,wedding,spring"
What t-shirt do you wear for travel in autumn?,preppy brown velvet t-shirt,"t-shirt,preppy,brown,velvet,travel,autumn"
What hat do you wear for interview in summer?,bohemian pink wool hat,"hat,bohemian,pink,wool,interview,summer"
Which hoodie is your choice for work during spring?,preppy green velvet hoodie,"hoodie,preppy,green,velvet,work,spring"
Describe a blazer you would wear to concert in winter.,vintage gray leather blazer,"blazer,vintage,gray,leather,concert,winter"
Describe a hat you would wear to formal in winter.,minimalist pink silk hat,"hat,minimalist,pink,silk,formal,winter"
Which shorts is your choice for concert during summer?,grunge red leather shorts,"shorts,grunge,red,leather,concert,summer"
Which shorts is your choice for indoor during spring?,punk white wool shorts,"shorts,punk,white,wool,indoor,spring"
Describe a sweater you would wear to wedding in winter.,preppy brown silk sweater,"sweater,preppy,brown,silk,wedding,winter"
What's your preferred shirt for beach in spring?,formal green leather shirt,"shirt,formal,green,leather,beach,spring"
What sneakers do you wear for casual in spring?,vintage purple polyester sneakers,"sneakers,vintage,purple,polyester,casual,spring"
Describe a belt you would wear to wedding in autumn.,bohemian blue wool belt,"belt,bohemian,blue,wool,wedding,autumn"
What's your preferred belt for party in autumn?,athleisure brown leather belt,"belt,athleisure,brown,leather,party,autumn"
Which scarf is your choice for beach during spring?,bohemian yellow leather scarf,"scarf,bohemian,yellow,leather,beach,spring"
What slippers do you wear for gym in spring?,bohemian yellow silk slippers,"slippers,bohemian,yellow,silk,gym,spring"
What jacket do you wear for dinner in summer?,formal yellow suede jacket,"jacket,formal,yellow,suede,dinner,summer"
What's your preferred slippers for concert in winter?,casual gray leather slippers,"slippers,casual,gray,leather,concert,winter"
What's your preferred belt for dinner in spring?,minimalist brown wool belt,"belt,minimalist,brown,wool,dinner,spring"
Describe a pants you would wear to outdoor in winter.,minimalist orange cotton pants,"pants,minimalist,orange,cotton,outdoor,winter"
What's your preferred pants for wedding in winter?,preppy pink linen pants,"pants,preppy,pink,linen,wedding,winter"
Which bag is your choice for casual during winter?,streetwear green silk bag,"bag,streetwear,green,silk,casual,winter"
Describe a jewelry you would wear to concert in autumn.,bohemian beige silk jewelry,"jewelry,bohemian,beige,silk,concert,autumn"
What's your preferred jeans for date night in autumn?,grunge brown suede jeans,"jeans,grunge,brown,suede,date night,autumn"
Which blazer is your choice for concert during summer?,bohemian black wool blazer,"blazer,bohemian,black,wool,concert,summer"
What shorts do you wear for date night in winter?,formal gray cotton shorts,"shorts,formal,gray,cotton,date night,winter"
Describe a jewelry you would wear to dinner in winter.,minimalist purple nylon jewelry,"jewelry,minimalist,purple,nylon,dinner,winter"
What sandals do you wear for interview in autumn?,punk pink wool sandals,"sandals,punk,pink,wool,interview,autumn"
Which bag is your choice for festival during summer?,grunge purple velvet bag,"bag,grunge,purple,velvet,festival,summer"
What trousers do you wear for festival in autumn?,athleisure yellow wool trousers,"trousers,athleisure,yellow,wool,festival,autumn"
What belt do you wear for concert in autumn?,casual purple suede belt,"belt,casual,purple,suede,concert,autumn"
What oxfords do you wear for formal in spring?,grunge black wool oxfords,"oxfords,grunge,black,wool,formal,spring"
What's your preferred skirt for party in autumn?,grunge white polyester skirt,"skirt,grunge,white,polyester,party,autumn"
Which slippers is your choice for gym during summer?,punk blue cotton slippers,"slippers,punk,blue,cotton,gym,summer"
Describe a flats you would wear to dinner in winter.,athleisure brown wool flats,"flats,athleisure,brown,wool,dinner,winter"
Describe a suit you would wear to gym in summer.,vintage black suede suit,"suit,vintage,black,suede,gym,summer"
What's your preferred dress for beach in winter?,minimalist beige cotton dress,"dress,minimalist,beige,cotton,beach,winter"
What shorts do you wear for date night in winter?,vintage black cotton shorts,"shorts,vintage,black,cotton,date night,winter"
Which dress is your choice for casual during summer?,minimalist orange denim dress,"dress,minimalist,orange,denim,casual,summer"
What blouse do you wear for casual in summer?,bohemian yellow cotton blouse,"blouse,bohemian,yellow,cotton,casual,summer"
Which slippers is your choice for wedding during winter?,grunge black silk slippers,"slippers,grunge,black,silk,wedding,winter"
Describe a sneakers you would wear to casual in autumn.,bohemian brown cotton sneakers,"sneakers,bohemian,brown,cotton,casual,autumn"
Describe a scarf you would wear to wedding in spring.,athleisure red linen scarf,"scarf,athleisure,red,linen,wedding,spring"
Describe a blazer you would wear to travel in winter.,grunge gray denim blazer,"blazer,grunge,gray,denim,travel,winter"
Which suit is your choice for beach during winter?,punk white silk suit,"suit,punk,white,silk,beach,winter"
What bag do you wear for dinner in summer?,bohemian yellow linen bag,"bag,bohemian,yellow,linen,dinner,summer"
Describe a hoodie you would wear to formal in spring.,vintage black wool hoodie,"hoodie,vintage,black,wool,formal,spring"
What's your preferred flats for outdoor in summer?,formal blue linen flats,"flats,formal,blue,linen,outdoor,summer"
What's your preferred sandals for concert in summer?,formal black linen sandals,"sandals,formal,black,linen,concert,summer"
What sweater do you wear for gym in winter?,formal gray polyester sweater,"sweater,formal,gray,polyester,gym,winter"
Describe a blazer you would wear to indoor in spring.,vintage yellow nylon blazer,"blazer,vintage,yellow,nylon,indoor,spring"
Describe a dress you would wear to formal in autumn.,formal brown cotton dress,"dress,formal,brown,cotton,formal,autumn"
What belt do you wear for indoor in spring?,bohemian black nylon belt,"belt,bohemian,black,nylon,indoor,spring"
What's your preferred pants for concert in winter?,athleisure black velvet pants,"pants,athleisure,black,velvet,concert,winter"
Which trousers is your choice for work during summer?,streetwear pink denim trousers,"trousers,streetwear,pink,denim,work,summer"
What bag do you wear for indoor in autumn?,vintage purple cotton bag,"bag,vintage,purple,cotton,indoor,autumn"
What sandals do you wear for interview in winter?,bohemian brown velvet sandals,"sandals,bohemian,brown,velvet,interview,winter"
What's your preferred pants for concert in winter?,grunge beige linen pants,"pants,grunge,beige,linen,concert,winter"
What's your preferred shirt for work in winter?,casual beige suede shirt,"shirt,casual,beige,suede,work,winter"
What's your preferred sweater for festival in summer?,streetwear brown silk sweater,"sweater,streetwear,brown,silk,festival,summer"
What's your preferred hat for beach in autumn?,minimalist pink leather hat,"hat,minimalist,pink,leather,beach,autumn"
What hoodie do you wear for gym in autumn?,formal black cotton hoodie,"hoodie,formal,black,cotton,gym,autumn"
What trousers do you wear for dinner in spring?,casual white cotton trousers,"trousers,casual,white,cotton,dinner,spring"
What's your preferred blouse for formal in summer?,preppy red wool blouse,"blouse,preppy,red,wool,formal,summer"
Which jeans is your choice for beach during spring?,casual yellow cotton jeans,"jeans,casual,yellow,cotton,beach,spring"
Describe a shorts you would wear to outdoor in winter.,punk yellow velvet shorts,"shorts,punk,yellow,velvet,outdoor,winter"
What blazer do you wear for festival in spring?,formal beige leather blazer,"blazer,formal,beige,leather,festival,spring"
Which suit is your choice for party during winter?,preppy yellow polyester suit,"suit,preppy,yellow,polyester,party,winter"
What skirt do you wear for work in spring?,streetwear brown suede skirt,"skirt,streetwear,brown,suede,work,spring"
Which blazer is your choice for gym during winter?,grunge white denim blazer,"blazer,grunge,white,denim,gym,winter"
What sandals do you wear for dinner in winter?,minimalist beige leather sandals,"sandals,minimalist,beige,leather,dinner,winter"
Which oxfords is your choice for indoor during autumn?,minimalist brown linen oxfords,"oxfords,minimalist,brown,linen,indoor,autumn"
What trousers do you wear for interview in spring?,casual white polyester trousers,"trousers,casual,white,polyester,interview,spring"
Describe a jacket you would wear to gym in summer.,minimalist beige suede jacket,"jacket,minimalist,beige,suede,gym,summer"
What's your preferred bag for gym in summer?,streetwear pink linen bag,"bag,streetwear,pink,linen,gym,summer"
Describe a belt you would wear to gym in summer.,formal gray silk belt,"belt,formal,gray,silk,gym,summer"
Which belt is your choice for casual during summer?,casual black silk belt,"belt,casual,black,silk,casual,summer"
Which blouse is your choice for date night during autumn?,vintage beige wool blouse,"blouse,vintage,beige,wool,date night,autumn"
Describe a boots you would wear to gym in winter.,formal white cotton boots,"boots,formal,white,cotton,gym,winter"
What's your preferred blouse for indoor in spring?,streetwear green cotton blouse,"blouse,streetwear,green,cotton,indoor,spring"
What's your preferred jeans for gym in summer?,athleisure black wool jeans,"jeans,athleisure,black,wool,gym,summer"
Describe a t-shirt you would wear to festival in winter.,casual white cotton t-shirt,"t-shirt,casual,white,cotton,festival,winter"
What's your preferred jeans for concert in winter?,athleisure blue nylon jeans,"jeans,athleisure,blue,nylon,concert,winter"
Describe a dress you would wear to casual in autumn.,preppy gray silk dress,"dress,preppy,gray,silk,casual,autumn"
What's your preferred dress for indoor in autumn?,punk red velvet dress,"dress,punk,red,velvet,indoor,autumn"
What coat do you wear for dinner in summer?,formal blue wool coat,"coat,formal,blue,wool,dinner,summer"
Which boots is your choice for indoor during spring?,preppy blue silk boots,"boots,preppy,blue,silk,indoor,spring"
What scarf do you wear for travel in summer?,minimalist beige suede scarf,"scarf,minimalist,beige,suede,travel,summer"
Which jacket is your choice for work during autumn?,athleisure yellow nylon jacket,"jacket,athleisure,yellow,nylon,work,autumn"
Which slippers is your choice for outdoor during summer?,preppy blue linen slippers,"slippers,preppy,blue,linen,outdoor,summer"
Which jeans is your choice for wedding during spring?,preppy yellow linen jeans,"jeans,preppy,yellow,linen,wedding,spring"
What belt do you wear for gym in autumn?,punk red nylon belt,"belt,punk,red,nylon,gym,autumn"
Describe a oxfords you would wear to casual in winter.,preppy black leather oxfords,"oxfords,preppy,black,leather,casual,winter"
Describe a boots you would wear to work in autumn.,minimalist gray leather boots,"boots,minimalist,gray,leather,work,autumn"
What belt do you wear for indoor in spring?,minimalist beige nylon belt,"belt,minimalist,beige,nylon,indoor,spring"
Which suit is your choice for wedding during spring?,formal black cotton suit,"suit,formal,black,cotton,wedding,spring"
What jacket do you wear for indoor in summer?,formal black leather jacket,"jacket,formal,black,leather,indoor,summer"
Describe a blazer you would wear to travel in summer.,preppy gray leather blazer,"blazer,preppy,gray,leather,travel,summer"
Describe a flats you would wear to outdoor in spring.,formal green nylon flats,"flats,formal,green,nylon,outdoor,spring"
Describe a coat you would wear to festival in spring.,bohemian gray velvet coat,"coat,bohemian,gray,velvet,festival,spring"
Which sweater is your choice for gym during autumn?,minimalist beige polyester sweater,"sweater,minimalist,beige,polyester,gym,autumn"
What dress do you wear for festival in winter?,minimalist white velvet dress,"dress,minimalist,white,velvet,festival,winter"
Which skirt is your choice for indoor during autumn?,streetwear white linen skirt,"skirt,streetwear,white,linen,indoor,autumn"
What sweater do you wear for outdoor in winter?,streetwear orange wool sweater,"sweater,streetwear,orange,wool,outdoor,winter"
Describe a pants you would wear to work in winter.,vintage blue velvet pants,"pants,vintage,blue,velvet,work,winter"
Which blazer is your choice for date night during winter?,athleisure white wool blazer,"blazer,athleisure,white,wool,date night,winter"
Describe a sweater you would wear to interview in spring.,streetwear gray suede sweater,"sweater,streetwear,gray,suede,interview,spring"
Describe a oxfords you would wear to festival in winter.,streetwear green polyester oxfords,"oxfords,streetwear,green,polyester,festival,winter"
Describe a scarf you would wear to party in winter.,punk blue velvet scarf,"scarf,punk,blue,velvet,party,winter"
What's your preferred t-shirt for party in summer?,grunge gray leather t-shirt,"t-shirt,grunge,gray,leather,party,summer"
What skirt do you wear for interview in spring?,streetwear green denim skirt,"skirt,streetwear,green,denim,interview,spring"
Describe a slippers you would wear to concert in autumn.,bohemian black wool slippers,"slippers,bohemian,black,wool,concert,autumn"
Describe a sandals you would wear to wedding in summer.,punk yellow denim sandals,"sandals,punk,yellow,denim,wedding,summer"
What shorts do you wear for casual in summer?,formal green polyester shorts,"shorts,formal,green,polyester,casual,summer"
Describe a flats you would wear to gym in winter.,punk orange suede flats,"flats,punk,orange,suede,gym,winter"
What sweater do you wear for outdoor in winter?,bohemian black linen sweater,"sweater,bohemian,black,linen,outdoor,winter"
Describe a trousers you would wear to interview in summer.,formal blue polyester trousers,"trousers,formal,blue,polyester,interview,summer"
What's your preferred t-shirt for indoor in autumn?,bohemian green suede t-shirt,"t-shirt,bohemian,green,suede,indoor,autumn"
What's your preferred sandals for concert in spring?,punk blue polyester sandals,"sandals,punk,blue,polyester,concert,spring"
What bag do you wear for party in spring?,athleisure pink silk bag,"bag,athleisure,pink,silk,party,spring"
Describe a pants you would wear to outdoor in winter.,minimalist blue linen pants,"pants,minimalist,blue,linen,outdoor,winter"
What's your preferred heels for indoor in summer?,athleisure black velvet heels,"heels,athleisure,black,velvet,indoor,summer"
What sneakers do you wear for formal in summer?,punk white velvet sneakers,"sneakers,punk,white,velvet,formal,summer"
Describe a sweater you would wear to dinner in winter.,minimalist white linen sweater,"sweater,minimalist,white,linen,dinner,winter"
Describe a boots you would wear to work in summer.,minimalist blue polyester boots,"boots,minimalist,blue,polyester,work,summer"
What's your preferred sneakers for wedding in spring?,streetwear blue linen sneakers,"sneakers,streetwear,blue,linen,wedding,spring"
What's your preferred dress for interview in spring?,casual green cotton dress,"dress,casual,green,cotton,interview,spring"
What's your preferred oxfords for casual in summer?,bohemian yellow silk oxfords,"oxfords,bohemian,yellow,silk,casual,summer"
Which t-shirt is your choice for beach during spring?,grunge black leather t-shirt,"t-shirt,grunge,black,leather,beach,spring"
What shirt do you wear for concert in summer?,vintage red denim shirt,"shirt,vintage,red,denim,concert,summer"
What heels do you wear for outdoor in autumn?,bohemian yellow wool heels,"heels,bohemian,yellow,wool,outdoor,autumn"
What's your preferred hoodie for casual in spring?,grunge red cotton hoodie,"hoodie,grunge,red,cotton,casual,spring"
What loafers do you wear for formal in winter?,grunge blue leather loafers,"loafers,grunge,blue,leather,formal,winter"
What hoodie do you wear for date night in autumn?,streetwear pink nylon hoodie,"hoodie,streetwear,pink,nylon,date night,autumn"
What shorts do you wear for casual in summer?,formal purple wool shorts,"shorts,formal,purple,wool,casual,summer"
What's your preferred skirt for dinner in spring?,punk purple nylon skirt,"skirt,punk,purple,nylon,dinner,spring"
Which jeans is your choice for formal during winter?,vintage yellow suede jeans,"jeans,vintage,yellow,suede,formal,winter"
What's your preferred suit for date night in summer?,casual yellow wool suit,"suit,casual,yellow,wool,date night,summer"
What's your preferred blazer for formal in winter?,athleisure orange leather blazer,"blazer,athleisure,orange,leather,formal,winter"
What loafers do you wear for outdoor in spring?,vintage white denim loafers,"loafers,vintage,white,denim,outdoor,spring"
What's your preferred suit for date night in autumn?,bohemian yellow nylon suit,"suit,bohemian,yellow,nylon,date night,autumn"
Describe a belt you would wear to gym in summer.,streetwear beige linen belt,"belt,streetwear,beige,linen,gym,summer"
Which pants is your choice for wedding during autumn?,casual orange silk pants,"pants,casual,orange,silk,wedding,autumn"
Describe a hat you would wear to festival in summer.,punk pink wool hat,"hat,punk,pink,wool,festival,summer"
Which heels is your choice for festival during winter?,punk brown nylon heels,"heels,punk,brown,nylon,festival,winter"
What blazer do you wear for work in spring?,vintage gray wool blazer,"blazer,vintage,gray,wool,work,spring"
What shorts do you wear for casual in autumn?,formal orange velvet shorts,"shorts,formal,orange,velvet,casual,autumn"
Which heels is your choice for work during summer?,formal brown polyester heels,"heels,formal,brown,polyester,work,summer"
Describe a sweater you would wear to wedding in summer.,casual pink suede sweater,"sweater,casual,pink,suede,wedding,summer"
Describe a shirt you would wear to formal in spring.,minimalist black suede shirt,"shirt,minimalist,black,suede,formal,spring"
What's your preferred shorts for interview in autumn?,preppy beige denim shorts,"shorts,preppy,beige,denim,interview,autumn"
What's your preferred sneakers for indoor in summer?,punk white suede sneakers,"sneakers,punk,white,suede,indoor,summer"
Describe a jewelry you would wear to outdoor in summer.,streetwear white velvet jewelry,"jewelry,streetwear,white,velvet,outdoor,summer"
Which jacket is your choice for interview during summer?,formal green wool jacket,"jacket,formal,green,wool,interview,summer"
Describe a belt you would wear to wedding in autumn.,streetwear brown linen belt,"belt,streetwear,brown,linen,wedding,autumn"
Describe a shirt you would wear to festival in spring.,punk gray wool shirt,"shirt,punk,gray,wool,festival,spring"
What's your preferred sneakers for concert in autumn?,punk black suede sneakers,"sneakers,punk,black,suede,concert,autumn"
What's your preferred blazer for party in winter?,grunge red linen blazer,"blazer,grunge,red,linen,party,winter"
Describe a t-shirt you would wear to dinner in autumn.,bohemian black polyester t-shirt,"t-shirt,bohemian,black,polyester,dinner,autumn"
What sneakers do you wear for interview in spring?,athleisure white denim sneakers,"sneakers,athleisure,white,denim,interview,spring"
Describe a hoodie you would wear to gym in summer.,bohemian gray denim hoodie,"hoodie,bohemian,gray,denim,gym,summer"
What skirt do you wear for outdoor in spring?,casual beige nylon skirt,"skirt,casual,beige,nylon,outdoor,spring"
Which sandals is your choice for travel during spring?,minimalist brown polyester sandals,"sandals,minimalist,brown,polyester,travel,spring"
Which flats is your choice for travel during autumn?,minimalist red velvet flats,"flats,minimalist,red,velvet,travel,autumn"
Describe a hat you would wear to festival in winter.,casual brown polyester hat,"hat,casual,brown,polyester,festival,winter"
Describe a sweater you would wear to work in winter.,punk orange polyester sweater,"sweater,punk,orange,polyester,work,winter"
Which oxfords is your choice for interview during spring?,vintage yellow cotton oxfords,"oxfords,vintage,yellow,cotton,interview,spring"
What sweater do you wear for beach in spring?,streetwear blue linen sweater,"sweater,streetwear,blue,linen,beach,spring"
Which loafers is your choice for date night during summer?,athleisure purple suede loafers,"loafers,athleisure,purple,suede,date night,summer"
What's your preferred shirt for work in autumn?,vintage purple leather shirt,"shirt,vintage,purple,leather,work,autumn"
What suit do you wear for gym in winter?,casual orange nylon suit,"suit,casual,orange,nylon,gym,winter"
Describe a boots you would wear to travel in summer.,casual black suede boots,"boots,casual,black,suede,travel,summer"
Which scarf is your choice for formal during summer?,casual purple leather scarf,"scarf,casual,purple,leather,formal,summer"
Which jewelry is your choice for party during winter?,grunge yellow polyester jewelry,"jewelry,grunge,yellow,polyester,party,winter"
Describe a trousers you would wear to gym in autumn.,vintage brown velvet trousers,"trousers,vintage,brown,velvet,gym,autumn"
What's your preferred hoodie for casual in spring?,grunge purple suede hoodie,"hoodie,grunge,purple,suede,casual,spring"
Describe a hat you would wear to concert in summer.,streetwear gray suede hat,"hat,streetwear,gray,suede,concert,summer"
Which scarf is your choice for indoor during autumn?,bohemian red leather scarf,"scarf,bohemian,red,leather,indoor,autumn"
What's your preferred suit for casual in spring?,grunge beige polyester suit,"suit,grunge,beige,polyester,casual,spring"
What hat do you wear for concert in winter?,casual black silk hat,"hat,casual,black,silk,concert,winter"
What suit do you wear for gym in winter?,minimalist yellow velvet suit,"suit,minimalist,yellow,velvet,gym,winter"
What's your preferred sandals for wedding in winter?,formal orange silk sandals,"sandals,formal,orange,silk,wedding,winter"
Which trousers is your choice for work during summer?,preppy beige suede trousers,"trousers,preppy,beige,suede,work,summer"
What dress do you wear for work in summer?,bohemian blue velvet dress,"dress,bohemian,blue,velvet,work,summer"
What shorts do you wear for work in winter?,bohemian beige leather shorts,"shorts,bohemian,beige,leather,work,winter"
Which slippers is your choice for indoor during spring?,casual yellow linen slippers,"slippers,casual,yellow,linen,indoor,spring"
What's your preferred heels for formal in summer?,streetwear blue silk heels,"heels,streetwear,blue,silk,formal,summer"
What jacket do you wear for party in winter?,preppy yellow cotton jacket,"jacket,preppy,yellow,cotton,party,winter"
